growing_site_name,address,has_chicago,add_chicago,full_address,Latitude,Longitude,location,ward,community,district_n,ownership,growing_site_website,public_contact_info,facebook,evidence_of_support_organizations,is_growing_site_fenced,is_growing_site_locked,food_producing,compost_system,is_growing_site_dormant,other_support_organization,season_extension_techniques,structures_and_features,water,choose_growing_site_types,community_garden,if_it_s_a_community_garden_is_it_collective_or_allotment,neighborhood
Morgan Park High School,1744 W Pryor,TRUE,Chicago IL,1744 W Pryor Chicago IL,41.6920075,-87.6660539,"[41.6920075,-87.6660539]",19,MORGAN PARK,11,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
Mount Greenwood Elementary School,10841 S Homan Ave,TRUE,Chicago IL,10841 S Homan Ave Chicago IL,41.6957383,-87.7053303,"[41.6957383,-87.7053303]",19,MOUNT GREENWOOD,11,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
Sutherland Elementary School Garden (Elizabeth H.),10015 S Leavitt Street,TRUE,Chicago IL,10015 S Leavitt Street Chicago IL,41.7112772,-87.6765122,"[41.7112772,-87.6765121999999]",19,BEVERLY,11,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Vick Early Childhood & Family Center Garden (Barbara),2554 West 113th St,TRUE,Chicago IL,2554 West 113th St Chicago IL,41.688637,-87.6857182,"[41.688637,-87.6857182]",19,MORGAN PARK,11,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Pullman Community Apiary,11057 S Cottage Grove,TRUE,Chicago IL,11057 S Cottage Grove Chicago IL,41.6931556,-87.6087265,"[41.6931556,-87.6087265]",9,CHICAGO,4,,http://www.facebook.com/groups/171705946209846/,,,,,,TRUE,FALSE,FALSE,,,,,Urban Farm,FALSE,,
Walk In Peace Garden,11417 S Michigan Ave,TRUE,Chicago IL,11417 S Michigan Ave Chicago IL,41.686513,-87.620521,"[41.686513,-87.620521]",9,ROSELAND,5,,,,,,FALSE,FALSE,FALSE,,FALSE,RCDC Roseland Community Development Corporation,,,,Community Garden,,,
Guerrilla Garden,12911 S Eggleston Ave,TRUE,Chicago IL,12911 S Eggleston Ave Chicago IL,41.6595715,-87.6325066,"[41.6595715,-87.6325066]",9,WEST PULLMAN,5,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,City Fire Hydrant  Hose connected to private property,Community Farm,,,
Passion of Pullman Organic Garden,10701 S Champlain Ave,TRUE,Chicago IL,10701 S Champlain Ave Chicago IL,41.6999736,-87.6070782,"[41.6999736,-87.6070781999999]",9,CHICAGO,4,,http://thehouseofchloeinc.org/,,,,FALSE,FALSE,TRUE,,FALSE,,,Compost System,Hose connected to private property,Community Garden  Pantry Garden  Ornamental / Beautification,,Allotment,
Pullman Urban Gardens,11057 S Cottage Grove Ave,TRUE,Chicago IL,11057 S Cottage Grove Ave Chicago IL,41.6931556,-87.6087265,"[41.6931556,-87.6087265]",9,CHICAGO,4,Pullman State Historic Site,http://www.hpgc.org/,Via Facebook,https://www.facebook.com/groups/PullmanUrbanGardens/,,TRUE,TRUE,TRUE,TRUE,FALSE,Pullman National Monument  Historic Pullman Beekeepers,Cold Frame,Play Area  Fire Pit  Artwork / Scultptures  Teaching Area  Seating Area  Handicap accessible bed,Rain collection system ( rain barrels  cisterns),Urban Farm  Community Garden  Orchard,TRUE,Collective,
The Cooperation Operation,657 E 114th St  Chicago  IL 60628  USA,FALSE,,657 E 114th St  Chicago  IL 60628  USA,41.6866099,-87.6059035,"[41.6866099,-87.6059035]",9,CHICAGO,4,City of Chicago,cooperationoperation.org,,https://www.facebook.com/pages/The-Cooperation-Operation/601185756574486,,TRUE,FALSE,TRUE,TRUE,FALSE,Cooperation Operation,Cold Frame  Hoop house,Compost System  Grill / Cooking Station  Fire Pit  Seating Area  Artwork / Sculptures  Handicap accessible bed  Play Area  Teaching Area  Washing Area / Sinks  Shed / Storage box,City Fire Hydrant  Hose connected to private property,Community Garden  Ornamental / Beautification  Demo / Training / Program  Food Donation  Habitat / Conservation / Prairie  Urban Agriculture Organization  Pantry Garden,TRUE,Allotment,
Roseland Community Development Corporation,11409 S Michigan Ave,TRUE,Chicago IL,11409 S Michigan Ave Chicago IL,41.6867649,-87.6205855,"[41.6867649,-87.6205854999999]",9,ROSELAND,5,,,,,,TRUE,TRUE,TRUE,,FALSE,RCDC Roseland Community Development Corporation,,Compost System  Farm Stand  Seating Area  Shed / Storage box  Covered Area,Hose connected to private property,Demo / Training / Program,,Collective,
Roseland Community Peace Garden,10356 S Wabash Ave,TRUE,Chicago IL,10356 S Wabash Ave Chicago IL,41.7055557,-87.622561,"[41.7055557,-87.6225609999999]",9,ROSELAND,5,,,,,,TRUE,TRUE,TRUE,,FALSE,,,Compost System  Seating Area,Hose connected to private property,Community Garden  Food Donation,,Collective,
,607 E 134th Pl,TRUE,Chicago IL,607 E 134th Pl Chicago IL,41.650874,-87.607104,"[41.6508739999999,-87.6071039999999]",9,RIVERDALE,5,,,,,,FALSE,FALSE,TRUE,,FALSE,,Hoop house,,,Community Garden,,Collective,
,348 E 116th St,TRUE,Chicago IL,348 E 116th St Chicago IL,41.6829133,-87.6148116,"[41.6829133,-87.6148116]",9,WEST PULLMAN,5,,,,,,TRUE,FALSE,TRUE,,FALSE,,,,,Community Garden,,Allotment  Collective,
,9338 S Indiana Ave,TRUE,Chicago IL,9338 S Indiana Ave Chicago IL,41.7244002,-87.6190513,"[41.7244002,-87.6190513]",9,ROSELAND,4,,,,,,,,TRUE,,FALSE,,,,,,,Collective,
,9400 S Cottage Grove,TRUE,Chicago IL,9400 S Cottage Grove Chicago IL,41.7239866,-87.6048644,"[41.7239866,-87.6048644]",9,CHATHAM,4,,,,,,FALSE,FALSE,FALSE,,TRUE,,,,,Community Garden,,,
Bennett Elementary School (Frank I.),10115 S Prairie Ave,TRUE,Chicago IL,10115 S Prairie Ave Chicago IL,41.7103104,-87.6169239,"[41.7103104,-87.6169238999999]",9,ROSELAND,5,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
Carver Military Academy HS Beautification Club (George Washington),13100 S Doty,TRUE,Chicago IL,13100 S Doty Chicago IL,41.6566132,-87.5894541,"[41.6566132,-87.5894541]",9,RIVERDALE,4,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
Carver Primary School (George Washington),901 E 133rd Pl Chicago IL,FALSE,,901 E 133rd Pl Chicago IL,41.6531639,-87.6009995,"[41.6531639,-87.6009995]",9,RIVERDALE,5,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
Chicago State University - Aquaponics Division,9501 S King Dr,TRUE,Chicago IL,9501 S King Dr Chicago IL,41.7196016,-87.611129,"[41.7196016,-87.6111289999999]",9,ROSELAND,4,,www.csu.edu,,,,,,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,,
Cullen School,10650 S Eberhart Ave,TRUE,Chicago IL,10650 S Eberhart Ave Chicago IL,41.7002655,-87.6116255,"[41.7002655,-87.6116255]",9,ROSELAND,5,Chicago Public Schools,,,,The Kitchen Community,,,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,,
DuBois Elementary School (William E. B.),330 E 133rd St Chicago IL,FALSE,,330 E 133rd St Chicago IL,41.6540398,-87.6142411,"[41.6540398,-87.6142411]",9,RIVERDALE,5,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
Gillespie Elementary School (Frank L.),9301 S State St Chicago IL,FALSE,,9301 S State St Chicago IL,41.7251984,-87.6231392,"[41.7251984,-87.6231392]",9,ROSELAND,4,Chicago Public Schools,,,,The Kitchen Community,TRUE,TRUE,TRUE,FALSE,FALSE,,,Artwork / Sculptures  Seating Area  Teaching Area  Handicap accessible bed  Covered Area,Irrigation System  On site water source,School Garden,FALSE,,
Gwendolyn Brooks College Preparatory Academy,250 E 111th St,TRUE,Chicago IL,250 E 111th St Chicago IL,41.6941813,-87.6158923,"[41.6941813,-87.6158923]",9,ROSELAND,5,Chicago Public Schools,,,,The Kitchen Community,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,,
Harlan Community Academy HS (John M.),9650-52 S Michigan,TRUE,Chicago IL,9650-52 S Michigan Chicago IL,41.7187073,-87.6213503,"[41.7187073,-87.6213503]",9,ROSELAND,4,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
McDade Classical (James E.),8801 S Indiana Ave Chicago IL,FALSE,,8801 S Indiana Ave Chicago IL,41.7343416,-87.6186754,"[41.7343416,-87.6186754]",9,CHATHAM,4,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
Owens Elementary School,12302 S. State St,TRUE,Chicago IL,12302 S. State St Chicago IL,41.6705549,-87.6231873,"[41.6705549,-87.6231873]",9,WEST PULLMAN,5,Chicago Public Schools,,,,The Kitchen Community,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,,
Poe Classical Elementary School (Edgar Allen),10538 S Langley Ave,TRUE,Chicago IL,10538 S Langley Ave Chicago IL,41.7024754,-87.60645,"[41.7024754,-87.60645]",9,CHICAGO,4,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
Altgeld Gardens Farm,130th Street and Ellis  Chicago,FALSE,,130th Street and Ellis  Chicago,41.6593836,-87.5977929,"[41.6593836,-87.5977929]",9,RIVERDALE,5,,www.growingpower.org,,,Growing Power,,,TRUE,FALSE,FALSE,,Hoop house,,,Urban Farm  Urban Agriculture Organization,FALSE,,
Abbott Park Harvest Garden,49 E 95th St  Chicago  IL 60619  USA,FALSE,,49 E 95th St  Chicago  IL 60619  USA,41.7208959,-87.6223174,"[41.7208959,-87.6223174]",9,ROSELAND,4,Chicago Park District,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,,,Teaching Area,On site water source,,FALSE,,
Pullman Gateway Garden,647 E 111th St  Chicago  IL 60628  USA,FALSE,,647 E 111th St  Chicago  IL 60628  USA,41.6926484,-87.6063017,"[41.6926484,-87.6063017]",9,CHICAGO,4,NeighborSpace,http://neighbor-space.org/2012/06/05/pullman-gateway-garden/,,,,FALSE,FALSE,,,FALSE,,,,,Ornamental / Beautification,TRUE,,
Hanson Park Elementary School Garden,5411 W Fullerton Ave,TRUE,Chicago IL,5411 W Fullerton Ave Chicago IL,41.9231977,-87.7621715,"[41.9231977,-87.7621715]",36,CHICAGO,8,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Northwest Middle School/Belmont Cragin,5252 W Palmer St,TRUE,Chicago IL,5252 W Palmer St Chicago IL,41.9210253,-87.7581127,"[41.9210253,-87.7581127]",36,CHICAGO,8,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification  Habitat / Conservation / Prairie,FALSE,,
Prieto Math and Science Elementary (Dr. Jorge),2231 N Central Ave,TRUE,Chicago IL,2231 N Central Ave Chicago IL,41.9209951,-87.7651761,"[41.9209951,-87.7651760999999]",36,CHICAGO,8,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
Prosser Career Academy High School,2148 N Long Ave,TRUE,Chicago IL,2148 N Long Ave Chicago IL,41.9193851,-87.761876,"[41.9193851,-87.761876]",36,CHICAGO,8,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
Steinmetz Academic Centre High School (Charles P.),3030 N Mobile Ave Chicago IL,FALSE,,3030 N Mobile Ave Chicago IL,41.935833,-87.7834044,"[41.935833,-87.7834044]",36,CHICAGO,12,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
Lloyd Elementary School (Henry D.),2103 N Lamon Ave Chicago IL,FALSE,,2103 N Lamon Ave Chicago IL,41.9190964,-87.7473455,"[41.9190964,-87.7473455]",36,CHICAGO,8,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification  Habitat / Conservation / Prairie,FALSE,,
North Grand High School,4338 W Wabansia Ave,TRUE,Chicago IL,4338 W Wabansia Ave Chicago IL,41.9124219,-87.7349604,"[41.9124219,-87.7349604]",36,HUMBOLDT PARK,8,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification  Habitat / Conservation / Prairie,FALSE,,
Paradise Garden,658 N Latrobe Ave,TRUE,Chicago IL,658 N Latrobe Ave Chicago IL,41.8928007,-87.7570991,"[41.8928007,-87.7570990999999]",37,AUSTIN,1,NeighborSpace,http://neighbor-space.org/2011/05/20/paradise-garden/,,,,TRUE,TRUE,TRUE,,FALSE,,,Compost System  Seating Area  Information Kiosk,On site water source,Community Garden,,,
Race Garden/Race & Pine BC AUSTIN,5422 West Race Ave,TRUE,Chicago IL,5422 West Race Ave Chicago IL,41.8902265,-87.7614033,"[41.8902265,-87.7614033]",37,AUSTIN,1,,,,,,TRUE,FALSE,TRUE,,FALSE,,,Compost System,On site water source,Community Garden,,Collective,
Hay Community Academy Garden (John),1018 N Laramie Ave,TRUE,Chicago IL,1018 N Laramie Ave Chicago IL,41.8995826,-87.756113,"[41.8995826,-87.756113]",37,AUSTIN,1,Chicago Public Schools,http://johnhayacademy.org/,,https://www.facebook.com/gardeneers,Gardeneers,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,Food Donation  School Garden,FALSE,Allotment  Collective  Unclear,
Lewis Elementary School (Leslie),1431 N Leamington Ave Chicago IL,FALSE,,1431 N Leamington Ave Chicago IL,41.90681,-87.75405,"[41.90681,-87.7540499999999]",37,AUSTIN,1,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
PCC Austin Farm,330 N Lotus Ave  Chicago  IL 60644  USA,FALSE,,330 N Lotus Ave  Chicago  IL 60644  USA,41.8867149,-87.7621493,"[41.8867149,-87.7621492999999]",37,AUSTIN,1,Private,http://www.pccwellness.org,Lucy Flores,PCC Community Wellness Center,Chicago Botanic Garden,TRUE,TRUE,TRUE,TRUE,FALSE,,Hoop house  Hoop house  Cold Tunnel,Farm Stand  Washing Area / Sinks  Teaching Area  Seating Area  Compost System  Electricity Outlet  Shed / Storage box  Covered Area,On site water source,Urban Farm,FALSE,,
Barnes & Wells Gardens,4841 W Ferdinand St,TRUE,Chicago IL,4841 W Ferdinand St Chicago IL,41.8893121,-87.7472376,"[41.8893121,-87.7472375999999]",37,AUSTIN,1,,,,,,TRUE,FALSE,TRUE,,FALSE,,,,Rain collection system ( rain barrels  cisterns),Community Garden,,Allotment,
Childrens Garden of Hope,4052 W Potomac Ave,TRUE,Chicago IL,4052 W Potomac Ave Chicago IL,41.904711,-87.728475,"[41.904711,-87.728475]",37,HUMBOLDT PARK,1,NeighborSpace,http://neighbor-space.org/2012/07/15/childrens-garden-of-hope/,childrensgardenofhope@neighbor-space.org,https://www.facebook.com/GrowingPride,,TRUE,TRUE,TRUE,,FALSE,Growing Pride,,Seating Area  Water Management,On site water source,Community Garden,,Collective,
Super Block Park,815 N Harding Ave,TRUE,Chicago IL,815 N Harding Ave Chicago IL,41.895922,-87.724531,"[41.895922,-87.724531]",37,HUMBOLDT PARK,1,NeighborSpace,http://neighbor-space.org/2012/06/23/super-block-park/,,,,TRUE,TRUE,TRUE,,FALSE,,,Grill / Cooking Station,On site water source,Community Garden,,Collective,
Community Christian Alternative School,1231 N. Pulaski,TRUE,Chicago IL,1231 N. Pulaski Chicago IL,41.9036245,-87.7260542,"[41.9036245,-87.7260542]",37,HUMBOLDT PARK,1,,,,,The Kitchen Community,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,Collective,
Nash Elementary School (Henry H.),4837 W Erie,TRUE,Chicago IL,4837 W Erie Chicago IL,41.893088,-87.6891206,"[41.893088,-87.6891206]",37,AUSTIN,1,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Orr Academy High School,730 N Pulaski,TRUE,Chicago IL,730 N Pulaski Chicago IL,41.8941939,-87.7264283,"[41.8941939,-87.7264283]",37,HUMBOLDT PARK,1,,,,,,,,FALSE,FALSE,FALSE,,Greenhouse,,,School Garden  Ornamental / Beautification,FALSE,,
Piccolo Elementary School (Brian),1040 N Keeler Ave Chicago IL,FALSE,,1040 N Keeler Ave Chicago IL,41.9002952,-87.7320759,"[41.9002952,-87.7320759]",37,HUMBOLDT PARK,1,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
Chicago's Indoor Garden,4459 W. Division St.,TRUE,Chicago IL,4459 W. Division St. Chicago IL,41.9021791,-87.7382686,"[41.9021791,-87.7382686]",37,HUMBOLDT PARK,1,,http://chicagoindoorgarden.com/index.html,,,,,TRUE,TRUE,FALSE,FALSE,,,,,Urban Farm,FALSE,,
Ashford Annie Beck Garden,1000 N Keystone Ave  Chicago  IL 60651  USA,FALSE,,1000 N Keystone Ave  Chicago  IL 60651  USA,41.8992215,-87.7276975,"[41.8992215,-87.7276974999999]",37,HUMBOLDT PARK,1,NeighborSpace,http://neighbor-space.org/2012/07/23/ashfordanniebeckgarden/,Irene Newman 773-278-3552,,,TRUE,FALSE,FALSE,,FALSE,,,,,,TRUE,,
Metropolitan Farms,4250 W Chicago Ave  Chicago  IL 60651  USA,FALSE,,4250 W Chicago Ave  Chicago  IL 60651  USA,41.8955022,-87.7330327,"[41.8955022,-87.7330327]",37,HUMBOLDT PARK,1,Private,www.metro-farms.com,info@metro-farms.com,https://www.facebook.com/MetropolitanFarms/,,TRUE,TRUE,TRUE,FALSE,FALSE,,Greenhouse,,On site water source,Urban Farm,FALSE,,
Behind the Vegetable Garden,2928 W Monroe St,TRUE,Chicago IL,2928 W Monroe St Chicago IL,41.8803929,-87.6998349,"[41.8803929,-87.6998349]",27,CHICAGO,2,,,,,,TRUE,TRUE,TRUE,,FALSE,,,,,,,,
Old Town Community Garden,1423 N Orleans St,TRUE,Chicago IL,1423 N Orleans St Chicago IL,41.908335,-87.637358,"[41.908335,-87.6373579999999]",27,NEAR NORTH SIDE,3,,http://oldtowngardenschicago.com/,,,,TRUE,TRUE,TRUE,,FALSE,,,,Rain collection system ( rain barrels  cisterns),Community Garden,,,
Unity Park,1900 S Kostner Ave  Chicago  IL 60623  USA,FALSE,,1900 S Kostner Ave  Chicago  IL 60623  USA,41.8547065,-87.7350362,"[41.8547065,-87.7350362]",27,HUMBOLDT PARK,1,NeighborSpace,,,,NeighborSpace,FALSE,FALSE,FALSE,,FALSE,,,,On site water source,Ornamental / Beautification,,Allotment,
The Roof Crop (1K),1000 W Fulton St  Chicago  IL 60607  USA,FALSE,,1000 W Fulton St  Chicago  IL 60607  USA,41.8868185,-87.6621953,"[41.8868185,-87.6621953]",27,NEAR WEST SIDE,2,Private,https://www.theroofcrop.com/,hello@theroofcrop.com,https://www.facebook.com/THEROOFCROP/,,TRUE,TRUE,TRUE,FALSE,FALSE,,,,Irrigation System,Rooftop,FALSE,,
2943 W Adams Community Garden,2943 W Adams St,TRUE,Chicago IL,2943 W Adams St Chicago IL,41.878051,-87.700326,"[41.878051,-87.7003259999999]",27,CHICAGO,2,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,Hose connected to private property,Community Garden,,,
Ben Hogan Memorial Garden,3033 W Walnut St,TRUE,Chicago IL,3033 W Walnut St Chicago IL,41.8852217,-87.7026671,"[41.8852217,-87.7026671]",27,CHICAGO,1,,http://www.garfield-conservatory.org/about_us.htm,,,,TRUE,FALSE,TRUE,,FALSE,Garfield Park Conservatory Alliance,,Seating Area,No apparent water source,Community Garden,,Collective,
Breakthrough Garden,402 N St Louis Ave,TRUE,Chicago IL,402 N St Louis Ave Chicago IL,41.888528,-87.7139561,"[41.888528,-87.7139560999999]",27,HUMBOLDT PARK,1,,http://www.breakthrough.org/,,,,TRUE,FALSE,TRUE,,FALSE,Breakthrough Ministries,,Seating Area  Covered Area,Hose connected to private property,Community Garden  Pantry Garden  (Assisted) Housing  Demo / Training / Program,,Allotment  Collective,
Flannery Senior Garden,1531 N Clybourn Ave,TRUE,Chicago IL,1531 N Clybourn Ave Chicago IL,41.9094958,-87.6464856,"[41.9094957999999,-87.6464855999999]",27,NEAR NORTH SIDE,3,,,,,,FALSE,FALSE,TRUE,,FALSE,,,Grill / Cooking Station  Seating Area  Gazebo,On site water source,Community Garden  (Assisted) Housing,,Collective,
Focus Green Gardens,3116 W Franklin Blvd,TRUE,Chicago IL,3116 W Franklin Blvd Chicago IL,41.8906358,-87.7047516,"[41.8906358,-87.7047516]",27,HUMBOLDT PARK,1,,,,,,TRUE,TRUE,FALSE,,FALSE,,,,,Community Garden,,Allotment  Collective,
Fulton Community Garden,2946 W Fulton St  Chicago  IL 60612  USA,FALSE,,2946 W Fulton St  Chicago  IL 60612  USA,41.8868223,-87.700733,"[41.8868223,-87.700733]",27,CHICAGO,1,City of Chicago,,Luerlis Gutierrez,https://www.facebook.com/2946WFultonStCommunityGarden/,,FALSE,FALSE,TRUE,TRUE,FALSE,Garfield Park Community Council,,Artwork / Scultptures  Seating Area,Hose connected to private property  Rain collection system ( rain barrels  cisterns),Community Garden,TRUE,Collective,
Kuumba Tre-Ahm,2908 Warren Blvd,TRUE,Chicago IL,2908 Warren Blvd Chicago IL,41.8821989,-87.6991588,"[41.8821989,-87.6991587999999]",27,CHICAGO,1,,http://rootriot.wordpress.com/garden-locations/2908-w-warren-blvd-kuumba-tre-ahm/,,,,TRUE,TRUE,TRUE,,FALSE,Garfield Park Conservatory Alliance  Root Riot,,Compost System  Shed / Storage box,Rain collection system ( rain barrels  cisterns)  Hose connected to private property,Community Garden  Ornamental / Beautification,,Unclear,
Loomis St Community Garden,1401 W Monroe St,TRUE,Chicago IL,1401 W Monroe St Chicago IL,41.8802552,-87.6619608,"[41.8802552,-87.6619608]",27,NEAR WEST SIDE,2,City of Chicago,www.skinnerpark.org,info@skinnerpark.org,,,TRUE,FALSE,TRUE,FALSE,FALSE,Friends of Loomis St. Community Garden & Skinner Park  Skinner Park Advisory Council,,Artwork / Scultptures  Seating Area,On site water source  Rain collection system ( rain barrels  cisterns),Food Donation  Community Garden  Demo / Training / Program  Ornamental / Beautification  Habitat / Conservation / Prairie  Orchard,TRUE,Allotment  Collective,
Madison St Vegetable Garden,2917 W Madison St,TRUE,Chicago IL,2917 W Madison St Chicago IL,41.8807967,-87.6994969,"[41.8807967,-87.6994969]",27,CHICAGO,2,,,,,,TRUE,TRUE,TRUE,,FALSE,A Safer Foundation,,Compost System,City Fire Hydrant,Community Garden  Ornamental / Beautification,,Allotment,
Monroe & 5th Community Garden,2932 W Monroe St,TRUE,Chicago IL,2932 W Monroe St Chicago IL,41.8804402,-87.6999154,"[41.8804402,-87.6999154]",27,CHICAGO,2,,,,,,FALSE,FALSE,FALSE,,FALSE,Garfield Park Conservatory Alliance,,Seating Area,,Community Garden  Ornamental / Beautification,,Allotment  Collective,
Polish Gentleman Farmer,2936 W 5th Ave,TRUE,Chicago IL,2936 W 5th Ave Chicago IL,41.8802251,-87.7000114,"[41.8802251,-87.7000114]",27,CHICAGO,2,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,Hose connected to private property,Community Garden  Single-tender Garden,,Collective,
NDN - West Haven Park Community Garden,104 Wood St,TRUE,Chicago IL,104 Wood St Chicago IL,41.8800107,-87.6717153,"[41.8800107,-87.6717153]",27,NEAR WEST SIDE,2,,,,,,TRUE,TRUE,TRUE,,FALSE,,,Compost System  Seating Area  Handicap accessible bed  Artwork / Sculptures,On site water source  Irrigation System,Community Garden  (Assisted) Housing  Ornamental / Beautification,,Collective,
Skinner Park/Skinner West Elementary School,1295 W Monroe St,TRUE,Chicago IL,1295 W Monroe St Chicago IL,41.8802959,-87.6594383,"[41.8802959,-87.6594382999999]",27,NEAR WEST SIDE,2,,,,,,TRUE,FALSE,TRUE,,FALSE,,,Seating Area  Teaching Area  Covered Area,No apparent water source,Community Garden  Ornamental / Beautification  Demo / Training / Program,,Allotment  Collective,
Ujima Garden,545 N Central Park Ave,TRUE,Chicago IL,545 N Central Park Ave Chicago IL,41.8915298,-87.715911,"[41.8915298,-87.7159109999999]",27,HUMBOLDT PARK,1,NeighborSpace,,,https://www.facebook.com/pages/Cob-Connection/66321102270,,TRUE,TRUE,TRUE,,FALSE,Cobb Connection,,Seating Area  Shed / Storage box  Covered Area,Hose connected to private property,Community Garden,,Collective,
,217 N Sacramento Blvd,TRUE,Chicago IL,217 N Sacramento Blvd Chicago IL,41.884664,-87.700956,"[41.884664,-87.7009559999999]",27,CHICAGO,1,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,Community Garden,,Collective,
Garfield Produce Company,401 N Trumbull Ave  Chicago  IL 60624  USA,FALSE,,401 N Trumbull Ave  Chicago  IL 60624  USA,41.8887907,-87.7121096,"[41.8887907,-87.7121095999999]",27,HUMBOLDT PARK,1,Private,http://www.garfieldproduce.com,(630) 697-4330  steve@garfieldproduce.com,https://www.facebook.com/GarfieldProduce,,,TRUE,TRUE,,FALSE,,,,,Urban Farm,FALSE,Collective,
Beidler Elementary School (Jacob),3151 W Walnut,TRUE,Chicago IL,3151 W Walnut Chicago IL,41.8851009,-87.7048525,"[41.8851009,-87.7048525]",27,CHICAGO,1,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
Brown Elementary School (William H.),54 N Hermitage Chicago IL,FALSE,,54 N Hermitage Chicago IL,41.8829751,-87.6712503,"[41.8829751,-87.6712503]",27,NEAR WEST SIDE,2,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
Cather Elementary School (Willa),2908 W Washington,TRUE,Chicago IL,2908 W Washington Chicago IL,41.8832702,-87.6993174,"[41.8832702,-87.6993174]",27,CHICAGO,1,Chicago Public Schools,,,,The Kitchen Community,,,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,,
Dett Elementary School Garden (R. Nathaniel),2306 W Maypole Ave,TRUE,Chicago IL,2306 W Maypole Ave Chicago IL,41.8835128,-87.6844621,"[41.8835128,-87.6844620999999]",27,NEAR WEST SIDE,1,Chicago Public Schools,,,,The Kitchen Community,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification  Habitat / Conservation / Prairie,FALSE,,
Dodge Elementary Renaissance Academy (Mary Mapes),2651 W Washington,TRUE,Chicago IL,2651 W Washington Chicago IL,41.8826778,-87.6927091,"[41.8826778,-87.6927091]",27,CHICAGO,2,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Franklin Elementary Fine Arts Center,225 W Evergreen,TRUE,Chicago IL,225 W Evergreen Chicago IL,41.9062407,-87.6356041,"[41.9062407,-87.6356041]",27,NEAR NORTH SIDE,3,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Galapagos Elementary Charter School,3814 W Iowa St Chicago IL,FALSE,,3814 W Iowa St Chicago IL,41.8975201,-87.7221103,"[41.8975201,-87.7221103]",27,HUMBOLDT PARK,1,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
Horner Child Care (Henry),123 N Hoyne,TRUE,Chicago IL,123 N Hoyne Chicago IL,41.8838222,-87.6786466,"[41.8838222,-87.6786466]",27,NEAR WEST SIDE,2,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Legal Prep Charter,1901 W Carroll Ave Chicago IL,FALSE,,1901 W Carroll Ave Chicago IL,41.8875297,-87.6752475,"[41.8875296999999,-87.6752475]",27,NEAR WEST SIDE,2,,,,,The Kitchen Community,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,,
